intent,text
promotions_discounts,ada promo cashback untuk pembayaran pakai rekening BNI nih
payment_inquiry,pembayaran via rekening BNI error mulu dong
promotions_discounts,cashback Dana untuk tahun baru berapa
complaint,case saya belum ada penyelesaian 10 bulan deh
promotions_discounts,voucher diskon ga bisa di-apply kenapa gan
order_status,courier ga gerak-gerak dari 3 hari lalu sob
shipping_information,gratis ongkir minimal belanja berapa sih
complaint,kena overcharge di payment ini gimana sih
payment_inquiry,saldo kepotong tapi mutasi ga muncul sih
refund_request,ajukan pengembalian dana untuk produk
refund_request,proses refund pesanan berapa lama sih
operating_hours_location,outlet di Pontianak dimana aja dong
cancellation_request,cara batal langganan tanpa denda
cancellation_request,tiket pesawat bisa dikembalikan ga bang
technical_support,fitur favorit error ga keluar hasil min
cancellation_request,pembatalan pesanan preorder gimana
promotions_discounts,promo member student lebih besar drpd member biasa ga dong
technical_support,mau ganti no HP tp kode verifikasi ga nyampe sob
order_status,status pengiriman error mulu di app bang
technical_support,app nguras baterai dan bikin hp panas ya
product_service_info,stok tas masih ada kak
shipping_information,ekspedisi reguler vs kargo murah mana
shipping_information,estimasi TIKI ke Medan berapa lama
promotions_discounts,promo member premium lebih besar drpd member biasa ga nih
cancellation_request,cara tolak pesanan yg udah terlanjur bayar gan
complaint,respon lama solusi ga ada min
account_data,verifikasi wajah gagal terus gimana nih
complaint,uang udah kepotong tapi transaksi gagal nih
order_status,lacak resi JKT8382 dong ya
technical_support,bug refund di gojek sudah dilaporkan belum
refund_request,refund barang ke OVO bisa nih
operating_hours_location,bisa minta dijemput ke rumah untuk service ga ya
promotions_discounts,kok diskon di keranjang ilang pas checkout sob
cancellation_request,batalkan software saya kak
complaint,platform harus lebih tegas sama seller nakal sob
product_service_info,ada edisi spesial barang ini buat lebaran min
shipping_information,estimasi TIKI ke Papua berapa lama
operating_hours_location,ada CS yg bisa ditemui langsung ga bang
cancellation_request,cancel pertandingan yg belum dipakai min
account_data,cara hapus akun permanen gimana sob
order_status,kenapa seller belum masukin resi kak
payment_inquiry,kena charge aneh di kartu kredit bang
shipping_information,free ongkir ke Medan minimal berapa
technical_support,udah update app masih error juga ya
technical_support,cara fix blank di aplikasi ini
refund_request,refund lewat rekening BRI bisa ga kak
shipping_information,bisa anterin pake gobox ga ya
shipping_information,ongkir dihitung dari berat atau volume deh
order_status,tracking GOS9384 invalid nih nih
product_service_info,garansi router berlaku berapa lama sih
product_service_info,laptop ini aman buat anak kecil dong
complaint,tidak ada perlindungan konsumen di sini dong
operating_hours_location,sabtu minggu buka sampai jam berapa gan
account_data,kok setelah ganti password malah ga bisa login deh
refund_request,status pengajuan retur barang gimana
complaint,hp kotor ada noda bekas pake bang
order_status,resi TK29019 kok belum update bang
technical_support,grab crash waktu buka beranda
operating_hours_location,lokasi toko di google maps mana nih
complaint,baru pake 10 hari udah penyok parah bang
account_data,login device asing kok ga ada notif kak
operating_hours_location,nomor WhatsApp toko ada ga dong
cancellation_request,minta batal karena ada info palsu dari seller sih
product_service_info,beda gamepad B vs A apa
order_status,status pengiriman error mulu di app gan
account_data,cara link akun media sosial ke akun belanja bang
cancellation_request,cara berhenti langganan paket streaming musik dong
account_data,akun saya kenapa tiba-tiba di-suspend kak
cancellation_request,cancel event yg belum dipakai nih
product_service_info,berapa berat blender ini ya nih
operating_hours_location,toko di Mall Kelapa Gading Makassar dimana deh
product_service_info,kursi gaming versi terbaru kapan rilis deh
shipping_information,estimasi AnterAja ke Batam berapa lama
order_status,update terakhir paket BLJ4421 mana
technical_support,loading checkout nyangkut di 20% min
technical_support,lazada crash waktu buka profil
product_service_info,ada program trade-in buat meja kerja ya
payment_inquiry,tidak ada opsi cicilan di bank BNI deh
cancellation_request,kok di-cancel sistem padahal saya ga cancel min
account_data,data KTP saya disalahgunakan orang min
order_status,perkiraan tiba untuk pesanan BLJ4421
cancellation_request,ada biaya cancel untuk wifi ga
payment_inquiry,cek mutasi pembayaran saya bulan ini gan
complaint,produk ga sesuai sama foto dan deskripsi
shipping_information,apakah TIKI bisa same day ke Makassar
cancellation_request,cancel langganan gimana caranya kak
product_service_info,tablet aman buat ibu hamil ga ya
account_data,mau nonaktifkan akun sementara bisa ga gan
shipping_information,kirim paket ke Palembang via AnterAja berapa hari
order_status,paket ORD001 hari ini nyampe ga
refund_request,kondisi barang harus gimana biar bisa retur dong
order_status,barang stranded di hub udah 5 hari gan
complaint,barang yg saya terima basah banget
account_data,cara hapus akun permanen gimana gan
technical_support,aplikasi stuck di splash screen deh
account_data,notifikasi email bisa di-matiin ga kak
operating_hours_location,cabang terdekat dari rumah saya mana bang
cancellation_request,cara membatalkan layanan berlangganan koran digital min
account_data,cara link akun media sosial ke akun belanja min
order_status,paket nyasar ke kota lain ini gimana ya
cancellation_request,salah pencet order mau dibatalkan kak
cancellation_request,cancel orderan grab yg belum diproses nih
operating_hours_location,bisa lihat barang langsung di store ga dong
cancellation_request,saya minta cancel karena ada keadaan darurat dong
order_status,lacak resi TLX7291 dong dong
shipping_information,kok ongkirnya mahal banget dong
complaint,kok garansinya dipersulit sih min
operating_hours_location,service center HP-nya dimana aja
cancellation_request,kok di-cancel sistem padahal saya ga cancel sob
refund_request,refund tas ke LinkAja bisa deh
shipping_information,rate J&T untuk 10 kg ke Kalimantan
payment_inquiry,limit pembayaran per hari berapa ya gan
refund_request,toko bilang refund max 1 hari udah lewat nih
order_status,barang udah diterima tapi di app masih otw sih
refund_request,refund bisa ke GoPay ga bang
promotions_discounts,promo tokopedia untuk payday ada ga
order_status,bisa ambil sendiri di gudang ga kak
order_status,order semalem kok masih diproses terus sih
account_data,data KTP saya disalahgunakan orang deh
shipping_information,rate Ninja untuk 10 kg ke Aceh
operating_hours_location,buka pas lebaran ga untuk area Bali
product_service_info,tv cocok buat baru ga gan
promotions_discounts,kode referral saya ga kepake ya deh
complaint,komplain soal pesanan yg retak
account_data,apakah bisa punya 2 akun berbeda di sini sob
account_data,cara ubah foto profil di akun saya
complaint,minta ganti rugi dong ini rugi waktu & uang
complaint,ini bukan pertama kali item saya kumal
product_service_info,detail tas apa ya
promotions_discounts,event diskon payday tanggal berapa aja nih
product_service_info,ada tutorial pemakaian kasur ga gan
refund_request,dispute buka via bank bisa ga kalo seller kabur kak
promotions_discounts,cashback rekening BCA untuk natal berapa
product_service_info,review selimut dari user lain bisa liat ga
refund_request,syarat retur barang apa aja ya
technical_support,server lagi down atau maintenance ya ya
order_status,ada live tracking kurir ga dong
account_data,cara ganti password akun gimana
cancellation_request,gimana cara batalkan pesanan yg sudah diproses ya
account_data,cara lihat semua perangkat yg login ke akun kak
cancellation_request,cancel reservasi klinik saya nih
product_service_info,bisa kasih rekomendasi AC deh
product_service_info,ada garansi resmi buat setrika ga nih
shipping_information,Ninja ke Manado berapa hari reguler
product_service_info,AC cocok buat lama ga
shipping_information,Grab Express tersedia di Papua ga
promotions_discounts,diskon member gold untuk 11.11 berapa persen
cancellation_request,cancel konser yg belum dipakai kak
shipping_information,COD bayar ongkir bisa ga bang
complaint,saya kecewa sama pesanan yg saya beli dong
order_status,hari libur ada pengiriman ga sob
complaint,ini bukan pertama kali sepatu saya tidak berfungsi
payment_inquiry,sudah bayar tapi status masih unpaid kak
refund_request,cara klaim refund produk yang retak
promotions_discounts,promo tokopedia untuk 11.11 ada ga
technical_support,cara fix freeze di shopee
technical_support,bug notifikasi di grab sudah dilaporkan belum
operating_hours_location,alamat untuk retur barang kirim dmn sih
order_status,hari libur ada pengiriman ga bang
shipping_information,cara hitung ongkir gabungan gimana gan
payment_inquiry,bisa bayar pake cek ga
product_service_info,beda barang ini basic vs plus apa
technical_support,aplikasi stuck di splash screen sob
technical_support,cara fix error di shopee
payment_inquiry,transaksi gagal tapi keluar notif sukses ya
technical_support,server lagi down atau maintenance ya sob
promotions_discounts,diskon 10% untuk microphone ada ga
refund_request,kok refund saya kepotong 20% ini biaya apa
technical_support,server lagi down atau maintenance ya nih
promotions_discounts,cashback ShopeePay coins bisa buat apa aja sob
payment_inquiry,cicilan 30% buat powerbank ada ga
refund_request,uangku udah 3 bulan belum balik kak
refund_request,refund bisa ke Dana ga ya
shipping_information,estimasi GoSend ke Pekanbaru berapa lama
payment_inquiry,cicilan 50% buat barang ini ada ga
cancellation_request,cara batalkan subscription langganan berbayar sih
shipping_information,apakah SiCepat bisa same day ke Kalimantan
payment_inquiry,cara bayar pakai BRI mobile banking
operating_hours_location,jadwal buka pas lebaran gimana sih
refund_request,retur pesanan ongkirnya tanggungan siapa sih
payment_inquiry,pembayaran via GoPay error mulu gan
shipping_information,Pos Indonesia ke Semarang berapa hari reguler
promotions_discounts,promo buy 2 get 2 free ada ga sih
shipping_information,paket cair ada treatment khusus ga sih
shipping_information,GoSend tersedia di Sulawesi ga
shipping_information,cargo pengiriman murah buat barang banyak sih
cancellation_request,cancel gym gimana caranya dong
operating_hours_location,outlet yg buka 24 jam di Medan mana nih
promotions_discounts,kok harga di iklan sama di keranjang beda min
payment_inquiry,cara cek histori pembayaran dmn min
cancellation_request,reservasi studio mau di-cancel sih
shipping_information,barang stuck di bea cukai berapa lama bang
product_service_info,ada tutorial pemakaian lemari pakaian ga min
product_service_info,bahan flash disk ori atau bukan sob
order_status,barang stranded di hub udah 2 hari nih
technical_support,app shopee error pas buka profil
complaint,komplain soal hp yg lecet
complaint,item tidak berfungsi sejak hari pertama bang
shipping_information,kirim paket ke Aceh via GoSend berapa hari
product_service_info,sepatu cocok dipake outdoor ga sob
account_data,kok setelah ganti password malah ga bisa login min
cancellation_request,saya tidak jadi ambil pesanan COD kak
